Curricular units 1st sem (grade),Curricular units 2nd sem (grade),Age at enrollment,Curricular units 1st sem (approved),Curricular units 2nd sem (approved),Gender_1,Debtor_1,Scholarship holder_1,Tuition fees up to date_1,Application mode_1,Application mode_2,Application mode_5,Application mode_7,Application mode_10,Application mode_15,Application mode_16,Application mode_17,Application mode_18,Application mode_27,Application mode_39,Application mode_42,Application mode_43,Application mode_44,Application mode_51,Application mode_53,Application mode_57,Target
0.6339834975146463,0.5759305941548838,-0.3074270253198217,0.9905259691516384,0.14870714056452447,0,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1
0.5617837290487318,1.072851011422526,-0.566613578238609,0.6806264416342545,1.0985140383637453,0,0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1.0232959745367352,0.8433862315833394,-0.566613578238609,0.3707269141168705,0.4653094398309314,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
-2.0912038416399756,-1.8311701427012164,-0.6962068546980026,-1.4886702509874334,-1.4343043557675101,0,0,0,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
0.8817278010741574,0.812993545511924,-0.43702030177921536,0.3707269141168705,0.4653094398309314,0,0,1,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
0.5348857760908419,0.35710325444069296,-0.6962068546980026,-0.2490721409178975,0.14870714056452447,0,0,1,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
0.12858511825324356,0.29631788229786205,-0.43702030177921536,0.06082738659948648,-0.48449745796828936,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
0.647496823163347,0.6236237322977204,0.9885057392741148,1.9202245517037904,2.364923235429373,0,0,0,1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
0.8074045100063041,0.8839098130118934,-0.0482404724010344,3.4697221892907106,1.415116337630152,0,0,0,1,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
0.8156626534582877,0.9345642897975857,-0.6962068546980026,0.3707269141168705,0.4653094398309314,0,0,1,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
0.7330812189384508,0.767404516404801,-0.6962068546980026,0.9905259691516384,1.0985140383637453,0,0,0,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
0.2375926118194286,0.6002447430120164,-0.3074270253198217,-0.2490721409178975,-0.48449745796828936,0,0,0,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
0.4853369153789397,0.3206320311549946,-0.6962068546980026,0.3707269141168705,0.14870714056452447,1,1,0,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
-2.0912038416399756,-1.8311701427012164,0.9885057392741148,-1.4886702509874334,-1.4343043557675101,1,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1
0.35320662014720056,0.4786739987263545,-0.6962068546980026,0.3707269141168705,0.4653094398309314,0,0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
0.21281818146347747,0.20790279554465368,-0.0482404724010344,0.9905259691516384,1.7317186368965591,1,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0
0.6504997844186139,0.562253885422747,-0.566613578238609,0.3707269141168705,0.4653094398309314,1,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
0.5476269117024744,0.5967712931752835,-0.6962068546980026,0.6806264416342545,0.7819117390973384,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
0.41927176776306996,0.5394593708691854,-0.43702030177921536,0.3707269141168705,0.4653094398309314,0,0,1,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
0.1790348673417264,0.4026922835478161,0.2109460805177529,1.6103250241864064,0.7819117390973384,1,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
0.4060587382398961,0.4786739987263545,0.7293191863553274,0.06082738659948648,0.4653094398309314,0,1,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0
0.5136505500714551,0.5134084970936866,-0.566613578238609,0.6806264416342545,0.7819117390973384,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
